Symbol, Direction, Entry Date, Entry Price, Number of Shares, Stop Loss, Target, Exit Date, Exit Price, Holding Period, percentPL
AKS,LONG,2007-07-16,39.5,1,10.0,5.0,2007-07-19,39.4,3,-0.25
AKS,LONG,2007-10-17,51.32,1,10.0,5.0,2007-10-22,49,3,-4.52
AKS,LONG,2008-03-20,49.84,1,10.0,5.0,2008-03-24,52.74,1,5.82
AKS,LONG,2011-02-18,17.87,1,10.0,5.0,2011-02-22,16.08,1,-10
AKS,LONG,2012-09-14,6.45,1,10.0,5.0,2012-09-17,5.68,1,-11.94
AKS,LONG,2012-09-17,5.68,1,10.0,5.0,2012-09-20,5.48,3,-3.52
AKS,LONG,2013-11-08,5.11,1,10.0,5.0,2013-11-11,5.41,1,5.87
AKS,LONG,2014-07-22,8.57,1,10.0,5.0,2014-07-23,9,1,5
AKS,LONG,2015-04-29,5.19,1,10.0,5.0,2015-05-04,5.12,3,-1.35
AKS,SHORT,2015-09-28,2.22,1,10.0,5.0,2015-09-29,2.44,1,-10
AKS,LONG,2016-12-05,10.06,1,10.0,5.0,2016-12-06,10.57,1,5.07
AAPL,LONG,2007-05-16,15.5,1,10.0,5.0,2007-05-21,15.76,3,1.64
AAPL,LONG,2007-10-12,23.29,1,10.0,5.0,2007-10-17,24.67,3,5.94
AAPL,LONG,2007-12-12,27.63,1,10.0,5.0,2007-12-17,27.25,3,-1.41
AAPL,LONG,2008-04-25,24.39,1,10.0,5.0,2008-04-30,25.17,3,3.22
AAPL,LONG,2008-05-08,26.25,1,10.0,5.0,2008-05-13,26.94,3,2.63
AAPL,LONG,2008-05-15,26.69,1,10.0,5.0,2008-05-20,25.97,3,-2.67
AAPL,LONG,2009-04-07,16.65,1,10.0,5.0,2009-04-13,17.14,3,2.99
AAPL,LONG,2009-09-10,24.58,1,10.0,5.0,2009-09-15,24.86,3,1.15
AAPL,LONG,2010-03-10,31.98,1,10.0,5.0,2010-03-15,32.2,3,0.69
AAPL,LONG,2010-04-05,33.57,1,10.0,5.0,2010-04-08,34.35,3,2.32
AAPL,LONG,2010-04-19,35.29,1,10.0,5.0,2010-04-21,37.05,2,5
AAPL,LONG,2010-06-22,38.88,1,10.0,5.0,2010-06-25,38.58,3,-0.77
AAPL,LONG,2010-10-13,42.89,1,10.0,5.0,2010-10-18,45.5,3,6.09
AAPL,LONG,2010-11-10,45.23,1,10.0,5.0,2010-11-15,44.07,3,-2.58
AAPL,LONG,2010-12-08,45.66,1,10.0,5.0,2010-12-13,46.34,3,1.48
AAPL,LONG,2011-02-11,50.68,1,10.0,5.0,2011-02-16,51.54,3,1.71
AAPL,LONG,2012-02-16,70.21,1,10.0,5.0,2012-02-22,73.3,3,4.39
AAPL,LONG,2012-02-28,75.42,1,10.0,5.0,2012-03-02,77.75,3,3.08
AAPL,LONG,2012-09-11,95.02,1,10.0,5.0,2012-09-14,98.57,3,3.74
AAPL,LONG,2013-10-23,74.14,1,10.0,5.0,2013-10-28,75.58,3,1.93
AAPL,LONG,2013-10-30,74.23,1,10.0,5.0,2013-11-04,74.44,3,0.29
AAPL,LONG,2014-06-10,94.73,1,10.0,5.0,2014-06-13,92.2,3,-2.67
AAPL,LONG,2014-07-09,95.44,1,10.0,5.0,2014-07-14,95.86,3,0.44
AAPL,LONG,2014-07-17,95.03,1,10.0,5.0,2014-07-22,94.68,3,-0.37
AAPL,LONG,2014-08-28,101.59,1,10.0,5.0,2014-09-03,103.1,3,1.49
AAPL,LONG,2014-11-17,114.27,1,10.0,5.0,2014-11-20,114.91,3,0.56
AAPL,LONG,2015-04-29,130.16,1,10.0,5.0,2015-05-04,129.5,3,-0.51
AAPL,LONG,2016-03-30,108.65,1,10.0,5.0,2016-04-04,110.42,3,1.63
BAC,SHORT,2007-07-12,48.6,1,10.0,5.0,2007-07-18,49.36,4,-1.56
BAC,SHORT,2007-07-26,47.34,1,10.0,5.0,2007-08-01,47.3,4,0.08
BAC,SHORT,2007-08-07,48.04,1,10.0,5.0,2007-08-13,49.29,4,-2.6
BAC,SHORT,2008-01-23,36.83,1,10.0,5.0,2008-01-24,40.51,1,-10
BAC,SHORT,2008-07-15,19.55,1,10.0,5.0,2008-07-16,21.4,1,-9.44
BAC,LONG,2009-10-16,17.16,1,10.0,5.0,2009-10-21,16.99,3,-0.99
BAC,LONG,2011-01-18,15.08,1,10.0,5.0,2011-01-21,14.41,3,-4.44
BAC,LONG,2012-09-14,9.6,1,10.0,5.0,2012-09-19,9.33,3,-2.81
BAC,LONG,2012-12-21,11.2,1,10.0,5.0,2012-12-27,11.66,3,4.11
BAC,LONG,2012-12-28,11.32,1,10.0,5.0,2013-01-02,12.05,2,6.45
BAC,LONG,2013-03-19,12.79,1,10.0,5.0,2013-03-22,12.62,3,-1.33
BAC,LONG,2013-05-23,12.93,1,10.0,5.0,2013-05-29,13.31,3,2.94
BAC,LONG,2014-12-30,18.04,1,10.0,5.0,2015-01-05,17.79,3,-1.39
BAC,LONG,2015-01-02,17.99,1,10.0,5.0,2015-01-07,17.14,3,-4.72
BAC,LONG,2016-11-09,17.66,1,10.0,5.0,2016-11-10,18.54,1,5
BAC,LONG,2016-12-13,22.8,1,10.0,5.0,2016-12-16,23.16,3,1.58
BAC,LONG,2016-12-15,22.9,1,10.0,5.0,2016-12-20,22.63,3,-1.18
BBY,SHORT,2007-08-07,44.16,1,10.0,5.0,2007-08-13,45.4,4,-2.81
BBY,LONG,2007-12-07,52.7,1,10.0,5.0,2007-12-12,52.24,3,-0.87
BBY,LONG,2007-12-12,52.24,1,10.0,5.0,2007-12-17,50.8,3,-2.76
BBY,LONG,2009-03-26,37,1,10.0,5.0,2009-03-31,37.32,3,0.86
BBY,LONG,2010-04-09,44.74,1,10.0,5.0,2010-04-14,44.9,3,0.36
BBY,LONG,2010-09-24,39.19,1,10.0,5.0,2010-09-29,40.12,3,2.37
BBY,LONG,2010-10-04,40.59,1,10.0,5.0,2010-10-07,40.98,3,0.96
BBY,LONG,2013-06-04,27.22,1,10.0,5.0,2013-06-07,27.65,3,1.58
BBY,LONG,2013-08-05,31.19,1,10.0,5.0,2013-08-08,30.28,3,-2.92
BBY,LONG,2014-06-11,29.4,1,10.0,5.0,2014-06-16,28.64,3,-2.59
BBY,LONG,2014-06-26,30.38,1,10.0,5.0,2014-07-01,31.15,3,2.53
BBY,LONG,2014-09-22,34.42,1,10.0,5.0,2014-09-25,33.82,3,-1.74
BBY,LONG,2014-11-11,34.88,1,10.0,5.0,2014-11-14,35.54,3,1.89
BBY,LONG,2016-07-29,33.24,1,10.0,5.0,2016-08-03,32.65,3,-1.77
BCS,LONG,2007-07-19,54.99,1,10.0,5.0,2007-07-24,56.71,3,3.13
BCS,LONG,2007-07-25,55.39,1,10.0,5.0,2007-07-30,50.65,3,-8.55
BCS,SHORT,2008-01-11,34.03,1,10.0,5.0,2008-01-17,34.92,4,-2.63
BCS,SHORT,2008-01-23,32.34,1,10.0,5.0,2008-01-24,36.29,1,-12.23
