Symbol, Direction, Entry Date, Entry Price, Number of Shares, Stop Loss, Target, Exit Date, Exit Price, Holding Period, percentPL
AAPL,SHORT,2006-03-30,8.97,1,5.0,5.0,2006-04-05,9.42,5,-5
AAPL,SHORT,2006-06-09,8.74,1,5.0,5.0,2006-06-12,8.3,3,5
AAPL,LONG,2007-05-16,15.5,1,5.0,5.0,2007-05-23,16.28,7,5
AAPL,LONG,2007-10-12,23.29,1,5.0,5.0,2007-10-17,24.45,5,5
AAPL,LONG,2007-12-12,27.63,1,5.0,5.0,2007-12-17,26.25,5,-5
AAPL,LONG,2010-03-10,31.98,1,5.0,5.0,2010-03-30,33.57,19,5
AAPL,LONG,2010-04-05,33.57,1,5.0,5.0,2010-04-15,35.25,10,5
AAPL,LONG,2010-04-19,35.29,1,5.0,5.0,2010-04-21,37.05,2,5
AAPL,LONG,2010-06-22,38.88,1,5.0,5.0,2010-06-29,36.94,7,-5
AAPL,LONG,2010-10-13,42.89,1,5.0,5.0,2010-10-18,45.03,5,5
AAPL,LONG,2010-11-10,45.23,1,5.0,5.0,2010-11-16,42.97,6,-5
AAPL,LONG,2010-12-08,45.66,1,5.0,5.0,2011-01-07,47.94,30,5
AAPL,LONG,2011-02-11,50.68,1,5.0,5.0,2011-03-16,48.14,32,-5
AAPL,LONG,2012-02-16,70.21,1,5.0,5.0,2012-02-23,73.72,7,5
AAPL,LONG,2012-02-28,75.42,1,5.0,5.0,2012-03-13,79.19,13,5
AAPL,LONG,2012-09-11,95.02,1,5.0,5.0,2012-09-17,99.77,6,5
AAPL,LONG,2014-08-28,101.59,1,5.0,5.0,2014-09-09,96.51,12,-5
AAPL,LONG,2014-11-17,114.27,1,5.0,5.0,2014-12-15,108.56,28,-5
AAPL,LONG,2015-04-29,130.16,1,5.0,5.0,2015-05-06,123.65,7,-5
AMZN,SHORT,2006-05-19,32.66,1,5.0,5.0,2006-05-22,34.29,3,-5
AMZN,LONG,2007-06-08,72.47,1,5.0,5.0,2007-06-21,68.85,13,-5
AMZN,LONG,2007-07-27,84.27,1,5.0,5.0,2007-07-31,80.06,4,-5
AMZN,LONG,2010-04-19,142.35,1,5.0,5.0,2010-04-22,149.47,3,5
AMZN,LONG,2011-08-02,220.32,1,5.0,5.0,2011-08-03,209.3,1,-5
AMZN,LONG,2012-09-05,247.61,1,5.0,5.0,2012-09-10,259.99,5,5
AMZN,LONG,2013-07-29,311.07,1,5.0,5.0,2013-08-08,295.52,10,-5
AMZN,LONG,2013-10-04,315.13,1,5.0,5.0,2013-10-09,299.37,5,-5
AMZN,LONG,2013-12-30,399.41,1,5.0,5.0,2014-01-31,379.44,32,-5
AMZN,LONG,2016-07-13,746.76,1,5.0,5.0,2016-09-06,784.1,55,5
AMZN,LONG,2016-09-07,789.53,1,5.0,5.0,2016-09-28,829.01,21,5
BAC,LONG,2006-09-29,53.58,1,5.0,5.0,2007-02-27,50.9,151,-5
BAC,LONG,2006-11-15,54.77,1,5.0,5.0,2006-12-08,52.03,23,-5
BAC,SHORT,2008-01-23,36.83,1,5.0,5.0,2008-01-24,38.67,1,-5
BAC,SHORT,2008-07-15,19.55,1,5.0,5.0,2008-07-16,20.53,1,-5
BBY,SHORT,2007-08-07,44.16,1,5.0,5.0,2007-08-16,41.95,9,5
BCS,LONG,2006-04-28,45.81,1,5.0,5.0,2006-05-17,43.52,19,-5
BCS,LONG,2006-10-27,49.93,1,5.0,5.0,2006-12-08,52.42,42,5
BCS,LONG,2007-02-21,56.79,1,5.0,5.0,2007-02-28,53.95,7,-5
BCS,SHORT,2008-01-11,34.03,1,5.0,5.0,2008-01-18,32.33,7,5
BCS,SHORT,2008-01-23,32.34,1,5.0,5.0,2008-01-24,33.96,1,-5
BCS,SHORT,2008-05-23,28.73,1,5.0,5.0,2008-06-02,27.29,10,5
BCS,SHORT,2008-06-13,22.73,1,5.0,5.0,2008-06-16,23.86,3,-5
BCS,SHORT,2008-07-09,21.9,1,5.0,5.0,2008-07-10,20.8,1,5
BCS,SHORT,2008-07-15,18.91,1,5.0,5.0,2008-07-16,19.86,1,-5
BCS,SHORT,2008-07-17,21.91,1,5.0,5.0,2008-07-18,23,1,-5
BCS,SHORT,2008-10-29,11.1,1,5.0,5.0,2008-10-30,11.65,1,-5
BCS,SHORT,2008-11-14,8.87,1,5.0,5.0,2008-11-17,8.42,3,5
BIDU,LONG,2006-11-01,8.62,1,5.0,5.0,2006-11-07,9.06,6,5
BIDU,LONG,2007-05-24,13.18,1,5.0,5.0,2007-05-31,13.84,7,5
BIDU,LONG,2007-07-16,21.32,1,5.0,5.0,2007-07-18,20.25,2,-5
BIDU,LONG,2007-10-12,30.11,1,5.0,5.0,2007-10-15,31.62,3,5
BIDU,LONG,2007-11-07,39.94,1,5.0,5.0,2007-11-08,37.94,1,-5
BIDU,LONG,2010-08-11,85.75,1,5.0,5.0,2010-08-12,81.46,1,-5
BIDU,LONG,2014-01-10,178.9,1,5.0,5.0,2014-01-15,169.95,5,-5
BRCD,LONG,2007-03-06,9.63,1,5.0,5.0,2007-03-20,10.11,13,5
BRCD,SHORT,2008-10-27,3.13,1,5.0,5.0,2008-10-28,2.97,1,5
BRCD,SHORT,2009-03-02,2.62,1,5.0,5.0,2009-03-03,2.49,1,5
BRCD,LONG,2014-03-27,10.24,1,5.0,5.0,2014-04-01,10.75,5,5
BRCD,LONG,2014-11-21,11.7,1,5.0,5.0,2014-11-25,11.11,4,-5
BRCD,LONG,2015-02-23,12,1,5.0,5.0,2015-02-26,12.6,3,5
C,LONG,2006-12-11,518.5,1,5.0,5.0,2006-12-18,544.42,7,5
C,SHORT,2007-08-17,499,1,5.0,5.0,2007-08-28,474.05,11,5
C,SHORT,2007-11-27,308.1,1,5.0,5.0,2007-11-28,323.51,1,-5
C,SHORT,2008-01-18,245.3,1,5.0,5.0,2008-01-22,233.04,4,5
C,SHORT,2008-01-23,239.8,1,5.0,5.0,2008-01-24,251.79,1,-5
C,SHORT,2008-03-17,182.5,1,5.0,5.0,2008-03-18,191.62,1,-5
C,SHORT,2008-07-02,172.7,1,5.0,5.0,2008-07-07,164.07,5,5
C,SHORT,2008-07-08,165.2,1,5.0,5.0,2008-07-09,173.46,1,-5
C,SHORT,2008-07-15,149.9,1,5.0,5.0,2008-07-16,157.39,1,-5
C,SHORT,2008-09-19,217,1,5.0,5.0,2008-09-22,206.15,3,5
