Symbol, Direction, Entry Date, Entry Price, Number of Shares, Stop Loss, Target, Exit Date, Exit Price, Holding Period, percentPL
AKS,LONG,2007-07-16,39.5,1,5.0,10.0,2007-07-26,38.96,8,-1.37
AKS,LONG,2007-10-17,51.32,1,5.0,10.0,2007-11-12,42.13,18,-17.9
AKS,LONG,2008-03-20,49.84,1,5.0,10.0,2008-03-24,54.82,1,10
AKS,LONG,2011-02-18,17.87,1,5.0,10.0,2011-02-22,15.96,1,-10.69
AKS,LONG,2012-09-14,6.45,1,5.0,10.0,2012-11-02,5.31,33,-17.67
AKS,LONG,2012-09-17,5.68,1,5.0,10.0,2012-11-02,5.31,32,-6.51
AKS,LONG,2013-11-08,5.11,1,5.0,10.0,2013-11-18,5.04,6,-1.47
AKS,LONG,2014-07-22,8.57,1,5.0,10.0,2014-07-29,9.43,5,10
AKS,LONG,2015-04-29,5.19,1,5.0,10.0,2015-05-06,5.16,5,-0.61
AKS,SHORT,2015-09-28,2.22,1,5.0,10.0,2015-09-29,2.4,1,-8.31
AKS,LONG,2016-11-14,7.91,1,5.0,10.0,2016-11-22,8.7,6,10
AKS,LONG,2016-12-05,10.06,1,5.0,10.0,2016-12-07,11.07,2,10
AAPL,LONG,2007-05-16,15.5,1,5.0,10.0,2007-05-31,17.15,10,10.63
AAPL,LONG,2007-10-12,23.29,1,5.0,10.0,2007-10-23,26.94,7,15.67
AAPL,LONG,2007-12-12,27.63,1,5.0,10.0,2008-01-04,25.98,15,-5.98
AAPL,LONG,2008-04-25,24.39,1,5.0,10.0,2008-05-07,26.82,8,10
AAPL,LONG,2008-05-08,26.25,1,5.0,10.0,2008-05-21,25.2,9,-4.02
AAPL,LONG,2008-05-15,26.69,1,5.0,10.0,2008-05-21,25.2,4,-5.58
AAPL,LONG,2009-04-07,16.65,1,5.0,10.0,2009-05-04,18.32,18,10.05
AAPL,LONG,2009-09-10,24.58,1,5.0,10.0,2009-10-06,27.04,18,10
AAPL,LONG,2010-03-10,31.98,1,5.0,10.0,2010-04-15,35.17,25,10
AAPL,LONG,2010-04-05,33.57,1,5.0,10.0,2010-04-21,36.97,12,10.14
AAPL,LONG,2010-04-19,35.29,1,5.0,10.0,2010-04-23,38.82,4,10
AAPL,LONG,2010-06-22,38.88,1,5.0,10.0,2010-09-28,39.6,68,1.85
AAPL,LONG,2010-10-13,42.89,1,5.0,10.0,2011-01-03,47.17,56,10
AAPL,LONG,2010-11-10,45.23,1,5.0,10.0,2011-01-14,49.76,45,10
AAPL,LONG,2010-12-08,45.66,1,5.0,10.0,2011-02-07,50.23,41,10
AAPL,LONG,2011-02-11,50.68,1,5.0,10.0,2011-07-20,56.59,109,11.66
AAPL,LONG,2012-02-16,70.21,1,5.0,10.0,2012-02-29,77.37,8,10.19
AAPL,LONG,2012-02-28,75.42,1,5.0,10.0,2012-03-14,82.97,11,10
AAPL,LONG,2012-09-11,95.02,1,5.0,10.0,2012-12-05,77.21,58,-18.74
AAPL,LONG,2013-10-23,74.14,1,5.0,10.0,2013-12-05,81.81,30,10.34
AAPL,LONG,2013-10-30,74.23,1,5.0,10.0,2013-12-05,81.81,25,10.21
AAPL,LONG,2014-06-10,94.73,1,5.0,10.0,2014-10-23,104.2,95,10
AAPL,LONG,2014-07-09,95.44,1,5.0,10.0,2014-10-23,104.98,75,10
AAPL,LONG,2014-07-17,95.03,1,5.0,10.0,2014-10-23,104.53,69,10
AAPL,LONG,2014-08-28,101.59,1,5.0,10.0,2014-11-13,111.8,54,10.05
AAPL,LONG,2014-11-17,114.27,1,5.0,10.0,2014-12-01,112.87,9,-1.23
AAPL,LONG,2015-04-29,130.16,1,5.0,10.0,2015-08-25,105.55,82,-18.9
BAC,SHORT,2007-07-12,48.6,1,5.0,10.0,2007-11-05,43.74,81,10
BAC,SHORT,2007-07-26,47.34,1,5.0,10.0,2007-11-08,42.61,74,10
BAC,SHORT,2007-08-07,48.04,1,5.0,10.0,2007-11-08,43.24,66,10
BAC,SHORT,2008-01-23,36.83,1,5.0,10.0,2008-01-31,43.87,6,-19.11
BAC,SHORT,2008-07-15,19.55,1,5.0,10.0,2008-07-16,20.42,1,-4.46
BAC,LONG,2009-10-16,17.16,1,5.0,10.0,2009-10-26,15.35,6,-10.54
