Symbol, Direction, Entry Date, Entry Price, Number of Shares, Stop Loss, Target, Exit Date, Exit Price, Holding Period, percentPL
AKS,LONG,2007-07-16,39.5,1,10.0,2.0,2007-07-17,40.29,1,2
AKS,LONG,2007-10-17,51.32,1,10.0,2.0,2007-10-26,52.35,9,2
AKS,LONG,2008-03-20,49.84,1,10.0,2.0,2008-03-24,52.74,4,5.82
AKS,LONG,2011-02-18,17.87,1,10.0,2.0,2011-02-22,16.08,4,-10
AKS,LONG,2012-09-14,6.45,1,10.0,2.0,2012-09-17,5.68,3,-11.94
AKS,LONG,2012-09-17,5.68,1,10.0,2.0,2012-09-24,5,7,-11.97
AKS,LONG,2013-11-08,5.11,1,10.0,2.0,2013-11-11,5.41,3,5.87
AKS,LONG,2014-07-22,8.57,1,10.0,2.0,2014-07-23,8.87,1,3.5
AKS,LONG,2015-04-29,5.19,1,10.0,2.0,2015-05-04,5.29,5,2
AKS,SHORT,2015-09-28,2.22,1,10.0,2.0,2015-09-29,2.44,1,-10
AKS,LONG,2016-11-14,7.91,1,10.0,2.0,2016-11-15,8.07,1,2
AKS,LONG,2016-12-05,10.06,1,10.0,2.0,2016-12-06,10.57,1,5.07
AAPL,LONG,2007-05-16,15.5,1,10.0,2.0,2007-05-21,15.81,5,2
AAPL,LONG,2007-10-12,23.29,1,10.0,2.0,2007-10-15,24,3,3.05
AAPL,LONG,2007-12-12,27.63,1,10.0,2.0,2007-12-24,28.19,12,2
AAPL,LONG,2008-04-25,24.39,1,10.0,2.0,2008-04-29,24.87,4,2
AAPL,LONG,2008-05-08,26.25,1,10.0,2.0,2008-05-12,26.78,4,2
AAPL,LONG,2008-05-15,26.69,1,10.0,2.0,2008-06-13,24.02,29,-10
AAPL,LONG,2009-04-07,16.65,1,10.0,2.0,2009-04-09,16.98,2,2
AAPL,LONG,2009-09-10,24.58,1,10.0,2.0,2009-09-15,25.07,5,2
AAPL,LONG,2010-03-10,31.98,1,10.0,2.0,2010-03-23,32.62,12,2
AAPL,LONG,2010-04-05,33.57,1,10.0,2.0,2010-04-06,34.24,1,2
AAPL,LONG,2010-04-19,35.29,1,10.0,2.0,2010-04-21,36.97,2,4.76
AAPL,LONG,2010-06-22,38.88,1,10.0,2.0,2010-07-01,34.99,9,-10
AAPL,LONG,2010-10-13,42.89,1,10.0,2.0,2010-10-15,43.92,2,2.41
AAPL,LONG,2010-11-10,45.23,1,10.0,2.0,2010-12-07,46.26,27,2.26
AAPL,LONG,2010-12-08,45.66,1,10.0,2.0,2010-12-28,46.57,20,2
AAPL,LONG,2011-02-11,50.68,1,10.0,2.0,2011-02-16,51.69,5,2
AAPL,LONG,2012-02-16,70.21,1,10.0,2.0,2012-02-17,71.87,1,2.36
AAPL,LONG,2012-02-28,75.42,1,10.0,2.0,2012-02-29,77.37,1,2.58
AAPL,LONG,2012-09-11,95.02,1,10.0,2.0,2012-09-13,96.92,2,2
AAPL,LONG,2013-10-23,74.14,1,10.0,2.0,2013-10-24,75.63,1,2
AAPL,LONG,2013-10-30,74.23,1,10.0,2.0,2013-11-26,75.71,27,2
AAPL,LONG,2014-06-10,94.73,1,10.0,2.0,2014-07-08,96.62,28,2
AAPL,LONG,2014-07-09,95.44,1,10.0,2.0,2014-07-23,97.35,14,2
AAPL,LONG,2014-07-17,95.03,1,10.0,2.0,2014-07-23,96.93,6,2
