Symbol, Direction, Entry Date, Entry Price, Number of Shares, Stop Loss, Target, Exit Date, Exit Price, Holding Period, percentPL
AAPL,SHORT,2006-03-30,8.97,1,2.0,5.0,2006-04-03,9.15,3,-2
AAPL,SHORT,2006-06-09,8.74,1,2.0,5.0,2006-06-12,8.3,3,5
AAPL,LONG,2006-09-22,10.61,1,2.0,5.0,2006-10-09,10.66,17,0.44
AAPL,LONG,2006-11-09,11.84,1,2.0,5.0,2006-11-21,12.43,12,5
AAPL,LONG,2007-05-16,15.5,1,2.0,5.0,2007-05-23,16.28,7,5
AAPL,LONG,2007-10-12,23.29,1,2.0,5.0,2007-10-17,24.45,5,5
AAPL,LONG,2007-12-12,27.63,1,2.0,5.0,2007-12-13,27.08,1,-2
AAPL,LONG,2008-04-25,24.39,1,2.0,5.0,2008-04-30,25.6,5,5
AAPL,LONG,2008-05-08,26.25,1,2.0,5.0,2008-05-21,25.73,13,-2
AAPL,LONG,2008-05-15,26.69,1,2.0,5.0,2008-05-19,26.15,4,-2
AAPL,LONG,2009-04-07,16.65,1,2.0,5.0,2009-04-16,17.48,9,5
AAPL,LONG,2009-09-10,24.58,1,2.0,5.0,2009-09-16,25.81,6,5
AAPL,LONG,2010-03-10,31.98,1,2.0,5.0,2010-03-25,32.38,14,1.26
AAPL,LONG,2010-04-05,33.57,1,2.0,5.0,2010-04-15,35.25,10,5
AAPL,LONG,2010-04-19,35.29,1,2.0,5.0,2010-04-21,37.05,2,5
AAPL,LONG,2010-06-22,38.88,1,2.0,5.0,2010-06-25,38.1,3,-2
AAPL,LONG,2010-10-13,42.89,1,2.0,5.0,2010-10-18,45.03,5,5
AAPL,LONG,2010-11-10,45.23,1,2.0,5.0,2010-11-12,44.33,2,-2
AAPL,LONG,2010-12-08,45.66,1,2.0,5.0,2010-12-23,46.23,15,1.24
AAPL,LONG,2011-02-11,50.68,1,2.0,5.0,2011-02-22,49.67,11,-2
AAPL,LONG,2012-02-16,70.21,1,2.0,5.0,2012-02-23,73.72,7,5
AAPL,LONG,2012-02-28,75.42,1,2.0,5.0,2012-03-06,73.91,7,-2
AAPL,LONG,2012-09-11,95.02,1,2.0,5.0,2012-09-17,99.77,6,5
AAPL,LONG,2013-10-23,74.14,1,2.0,5.0,2013-11-07,73.21,15,-1.25
AAPL,LONG,2013-10-30,74.23,1,2.0,5.0,2013-11-14,75.45,15,1.65
AAPL,LONG,2014-06-10,94.73,1,2.0,5.0,2014-06-12,92.84,2,-2
AAPL,LONG,2014-07-09,95.44,1,2.0,5.0,2014-07-10,93.53,1,-2
AAPL,LONG,2014-07-17,95.03,1,2.0,5.0,2014-07-18,93.13,1,-2
AAPL,LONG,2014-08-28,101.59,1,2.0,5.0,2014-09-03,99.56,6,-2
AAPL,LONG,2014-11-17,114.27,1,2.0,5.0,2014-12-01,111.98,14,-2
AAPL,LONG,2015-04-29,130.16,1,2.0,5.0,2015-04-30,127.56,1,-2
AAPL,LONG,2016-03-30,108.65,1,2.0,5.0,2016-04-14,112.1,15,3.18
AMZN,SHORT,2006-05-19,32.66,1,2.0,5.0,2006-05-22,33.31,3,-2
AMZN,LONG,2007-06-08,72.47,1,2.0,5.0,2007-06-11,71.02,3,-2
AMZN,LONG,2007-07-27,84.27,1,2.0,5.0,2007-07-30,82.58,3,-2
AMZN,LONG,2009-06-11,86.3,1,2.0,5.0,2009-06-12,84.57,1,-2
AMZN,LONG,2010-04-19,142.35,1,2.0,5.0,2010-04-22,149.47,3,5
AMZN,LONG,2011-08-02,220.32,1,2.0,5.0,2011-08-03,215.91,1,-2
AMZN,LONG,2012-09-05,247.61,1,2.0,5.0,2012-09-10,259.99,5,5
AMZN,LONG,2013-07-29,311.07,1,2.0,5.0,2013-07-30,304.85,1,-2
AMZN,LONG,2013-10-04,315.13,1,2.0,5.0,2013-10-08,308.83,4,-2
AMZN,LONG,2013-12-30,399.41,1,2.0,5.0,2014-01-06,391.42,7,-2
AMZN,LONG,2014-07-23,359.05,1,2.0,5.0,2014-07-25,351.87,2,-2
AMZN,LONG,2016-07-13,746.76,1,2.0,5.0,2016-07-18,731.82,5,-2
AMZN,LONG,2016-09-07,789.53,1,2.0,5.0,2016-09-09,773.74,2,-2
BAC,LONG,2006-09-29,53.58,1,2.0,5.0,2006-10-16,53.71,17,0.24
BAC,LONG,2006-11-15,54.77,1,2.0,5.0,2006-11-30,53.67,15,-2
BAC,SHORT,2008-01-23,36.83,1,2.0,5.0,2008-01-24,37.57,1,-2
BAC,SHORT,2008-07-15,19.55,1,2.0,5.0,2008-07-16,19.94,1,-2
BAC,LONG,2009-10-16,17.16,1,2.0,5.0,2009-10-21,16.82,5,-2
BAC,LONG,2011-01-18,15.08,1,2.0,5.0,2011-01-19,14.78,1,-2
BAC,LONG,2012-09-14,9.6,1,2.0,5.0,2012-09-17,9.41,3,-2
BAC,LONG,2012-12-21,11.2,1,2.0,5.0,2013-01-02,11.76,12,5
BAC,LONG,2012-12-28,11.32,1,2.0,5.0,2013-01-02,11.89,5,5
BAC,LONG,2013-03-19,12.79,1,2.0,5.0,2013-03-22,12.53,3,-2
BAC,LONG,2013-05-23,12.93,1,2.0,5.0,2013-05-30,13.58,7,5
BAC,LONG,2014-12-30,18.04,1,2.0,5.0,2015-01-05,17.68,6,-2
BAC,LONG,2015-01-02,17.99,1,2.0,5.0,2015-01-05,17.63,3,-2
BAC,LONG,2016-11-09,17.66,1,2.0,5.0,2016-11-10,18.54,1,5
BAC,LONG,2016-12-13,22.8,1,2.0,5.0,2016-12-14,22.34,1,-2
BAC,LONG,2016-12-15,22.9,1,2.0,5.0,2016-12-19,22.44,4,-2
BBY,SHORT,2007-08-07,44.16,1,2.0,5.0,2007-08-08,45.04,1,-2
BBY,LONG,2007-12-07,52.7,1,2.0,5.0,2007-12-11,51.65,4,-2
BBY,LONG,2007-12-12,52.24,1,2.0,5.0,2007-12-13,51.2,1,-2
BBY,LONG,2009-03-26,37,1,2.0,5.0,2009-04-01,38.85,6,5
BBY,LONG,2010-04-09,44.74,1,2.0,5.0,2010-04-22,46.98,13,5
BBY,LONG,2010-09-24,39.19,1,2.0,5.0,2010-09-30,41.15,6,5
BBY,LONG,2010-10-04,40.59,1,2.0,5.0,2010-10-19,42.62,15,5
BBY,LONG,2013-06-04,27.22,1,2.0,5.0,2013-06-14,26.68,10,-2
BBY,LONG,2013-08-05,31.19,1,2.0,5.0,2013-08-07,30.57,2,-2
BBY,LONG,2014-06-11,29.4,1,2.0,5.0,2014-06-12,28.81,1,-2
BBY,LONG,2014-06-26,30.38,1,2.0,5.0,2014-07-03,31.9,7,5
BBY,LONG,2014-09-22,34.42,1,2.0,5.0,2014-09-23,33.73,1,-2
