Symbol, Direction, Entry Date, Entry Price, Number of Shares, Stop Loss, Target, Exit Date, Exit Price, Holding Period, percentPL
AAPL,SHORT,2006-03-30,8.97,1,10.0,5.0,2006-04-06,9.87,6,-10
AAPL,SHORT,2006-06-09,8.74,1,10.0,5.0,2006-06-12,8.3,3,5
AAPL,LONG,2006-09-22,10.61,1,10.0,5.0,2006-10-02,10.69,10,0.75
AAPL,LONG,2006-11-09,11.84,1,10.0,5.0,2006-11-17,12.26,8,3.56
AAPL,LONG,2007-05-16,15.5,1,10.0,5.0,2007-05-23,16.28,7,5
AAPL,LONG,2007-10-12,23.29,1,10.0,5.0,2007-10-17,24.45,5,5
AAPL,LONG,2007-12-12,27.63,1,10.0,5.0,2007-12-20,26.74,8,-3.22
AAPL,LONG,2008-04-25,24.39,1,10.0,5.0,2008-04-30,25.6,5,5
AAPL,LONG,2008-05-08,26.25,1,10.0,5.0,2008-05-16,26.8,8,2.1
AAPL,LONG,2008-05-15,26.69,1,10.0,5.0,2008-05-23,25.88,8,-3.02
AAPL,LONG,2009-04-07,16.65,1,10.0,5.0,2009-04-16,17.48,9,5
AAPL,LONG,2009-09-10,24.58,1,10.0,5.0,2009-09-16,25.81,6,5
AAPL,LONG,2010-03-10,31.98,1,10.0,5.0,2010-03-18,32.09,7,0.37
AAPL,LONG,2010-04-05,33.57,1,10.0,5.0,2010-04-13,34.63,8,3.17
AAPL,LONG,2010-04-19,35.29,1,10.0,5.0,2010-04-21,37.05,2,5
AAPL,LONG,2010-06-22,38.88,1,10.0,5.0,2010-06-30,35.93,8,-7.58
AAPL,LONG,2010-10-13,42.89,1,10.0,5.0,2010-10-18,45.03,5,5
AAPL,LONG,2010-11-10,45.23,1,10.0,5.0,2010-11-18,44.06,8,-2.59
AAPL,LONG,2010-12-08,45.66,1,10.0,5.0,2010-12-16,45.89,8,0.51
AAPL,LONG,2011-02-11,50.68,1,10.0,5.0,2011-02-22,48.37,11,-4.55
AAPL,LONG,2012-02-16,70.21,1,10.0,5.0,2012-02-23,73.72,7,5
AAPL,LONG,2012-02-28,75.42,1,10.0,5.0,2012-03-07,75.81,8,0.52
AAPL,LONG,2012-09-11,95.02,1,10.0,5.0,2012-09-17,99.77,6,5
