Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,125.190002,127.000000,124.389999,126.699997,99.607399,73256700
2006-01-04,126.860001,127.489998,126.699997,127.300003,100.079086,51899600
2006-01-05,127.150002,127.589996,126.879997,127.379997,100.141991,47307500
2006-01-06,128.020004,128.580002,127.360001,128.440002,100.975342,62885900
2006-01-09,128.419998,129.059998,128.380005,128.770004,101.234772,43527400
2006-01-10,128.389999,128.979996,128.259995,128.899994,101.336975,44960800
2006-01-11,129.020004,129.440002,128.729996,129.309998,101.659294,49598900
2006-01-12,129.080002,129.279999,128.440002,128.800003,101.258369,40509200
2006-01-13,128.570007,128.899994,128.199997,128.679993,101.164017,44856700
2006-01-17,128.199997,128.419998,127.809998,128.330002,100.888832,52066600
2006-01-18,127.580002,128.899994,127.160004,127.820000,100.487900,75067600
2006-01-19,128.130005,128.770004,127.809998,128.309998,100.873131,81530400
2006-01-20,128.279999,128.309998,125.970001,125.970001,99.033508,114957800
2006-01-23,126.209999,126.820000,126.129997,126.419998,99.387291,67017400
2006-01-24,126.629997,127.150002,126.419998,126.550003,99.489471,53008800
2006-01-25,127.040001,127.180000,125.839996,126.660004,99.575981,87747700
2006-01-26,127.250000,127.669998,126.760002,127.360001,100.126297,71294000
2006-01-27,127.660004,128.660004,127.449997,128.539993,101.053970,65771200
2006-01-30,128.440002,128.809998,128.350006,128.440002,100.975342,33709600
2006-01-31,128.320007,128.539993,127.489998,127.500000,100.236320,72937000
2006-02-01,127.820000,128.429993,127.720001,128.389999,100.936020,63561000
2006-02-02,128.100006,128.139999,126.800003,126.900002,99.764641,83626900
2006-02-03,126.580002,128.389999,126.139999,126.269997,99.269348,86040400
2006-02-06,126.440002,126.800003,126.169998,126.599998,99.528793,45511900
2006-02-07,126.379997,126.660004,125.400002,125.480003,98.648262,71208100
2006-02-08,125.849998,128.100006,125.599998,126.620003,99.544518,59422200
2006-02-09,126.919998,127.599998,126.370003,126.410004,99.379433,62023300
2006-02-10,126.430000,127.129997,125.449997,126.639999,99.560242,64508700
2006-02-13,126.599998,126.790001,125.949997,126.410004,99.379433,52308700
2006-02-14,126.459999,128.029999,126.209999,127.750000,100.432884,90964400
2006-02-15,127.680000,128.320007,127.239998,128.199997,100.786674,85471300
2006-02-16,128.339996,129.210007,128.179993,129.160004,101.541397,61017900
2006-02-17,129.050003,129.160004,128.580002,128.809998,101.266212,40342600
2006-02-21,129.110001,129.399994,128.289993,128.490005,101.014656,46456300
2006-02-22,128.770004,129.649994,128.649994,129.270004,101.627846,42326700
2006-02-23,129.270004,129.639999,128.279999,129.080002,101.478470,43423200
2006-02-24,129.110001,129.479996,128.759995,129.410004,101.737938,36777400
2006-02-27,129.399994,130.039993,129.279999,129.460007,101.777206,35858600
